,Category,Rating,Reviews,Size,Installs,Type,Price,Genres
398,COMMUNICATION,4.3,335646,8.3M,"10,000,000+",Free,0,Communication
399,COMMUNICATION,4.3,350154,,"10,000,000+",Free,0,Communication
400,COMMUNICATION,4.5,349384,8.2M,"10,000,000+",Free,0,Communication
401,COMMUNICATION,4.3,346982,,"10,000,000+",Free,0,Communication
402,COMMUNICATION,4.2,244863,,"10,000,000+",Free,0,Communication
403,COMMUNICATION,4.2,10790289,,"500,000,000+",Free,0,Communication
404,COMMUNICATION,4.5,330761,,"10,000,000+",Free,0,Communication
405,COMMUNICATION,4.3,37320,8.4M,"1,000,000+",Free,0,Communication
406,COMMUNICATION,4.3,12842860,,"100,000,000+",Free,0,Communication
407,COMMUNICATION,4.3,2546527,,"100,000,000+",Free,0,Communication
409,COMMUNICATION,4.2,15880,32M,"1,000,000+",Free,0,Communication
413,COMMUNICATION,4.6,2264916,6.1M,"50,000,000+",Free,0,Communication
416,COMMUNICATION,4.2,42925,2.8M,"1,000,000+",Free,0,Communication
418,COMMUNICATION,4.5,2511130,,"50,000,000+",Free,0,Communication
421,COMMUNICATION,4.1,13100,2.2M,"1,000,000+",Free,0,Communication
422,COMMUNICATION,4.2,27156,,"1,000,000+",Free,0,Communication
423,COMMUNICATION,4.1,55098,4.3M,"1,000,000+",Free,0,Communication
424,COMMUNICATION,4.3,1133501,4.7M,"10,000,000+",Free,0,Communication
425,COMMUNICATION,4.1,12578,2.3M,"500,000+",Free,0,Communication
426,COMMUNICATION,4.2,10965,2.3M,"500,000+",Free,0,Communication
427,COMMUNICATION,4,18247,,"100,000+",Paid,$3.99,Communication
428,COMMUNICATION,4.2,190613,11M,"10,000,000+",Free,0,Communication
429,COMMUNICATION,4.2,125232,2.7M,"10,000,000+",Free,0,Communication
432,COMMUNICATION,4.3,72065,13M,"1,000,000+",Free,0,Communication
433,COMMUNICATION,4.4,27540,3.7M,"1,000,000+",Free,0,Communication
434,COMMUNICATION,4.2,104990,10M,"5,000,000+",Free,0,Communication
435,COMMUNICATION,4.4,177703,13M,"10,000,000+",Free,0,Communication
437,COMMUNICATION,4.2,177263,13M,"10,000,000+",Free,0,Communication
438,COMMUNICATION,4.8,237468,8.8M,"1,000,000+",Free,0,Communication
439,COMMUNICATION,4.4,32254,5.5M,"1,000,000+",Free,0,Communication
440,COMMUNICATION,4.4,483565,20M,"10,000,000+",Free,0,Communication
441,COMMUNICATION,4.4,552441,29M,"10,000,000+",Free,0,Communication
442,COMMUNICATION,4,60308,,"5,000,000+",Free,0,Communication
443,COMMUNICATION,4.5,457283,,"10,000,000+",Free,0,Communication
444,COMMUNICATION,4.4,93825,11M,"5,000,000+",Free,0,Communication
445,COMMUNICATION,4.1,32283,,"1,000,000+",Free,0,Communication
446,COMMUNICATION,4.2,15287,17M,"1,000,000+",Free,0,Communication
447,COMMUNICATION,4.5,205739,17M,"5,000,000+",Free,0,Communication
448,COMMUNICATION,4.3,14873,,"1,000,000+",Free,0,Communication
449,COMMUNICATION,4.5,7820209,,"100,000,000+",Free,0,Communication
450,COMMUNICATION,4,9498,0.118,"1,000,000+",Free,0,Communication
453,COMMUNICATION,4.2,88427,5.1M,"5,000,000+",Free,0,Communication
454,COMMUNICATION,4.5,305218,,"10,000,000+",Free,0,Communication
455,COMMUNICATION,4.6,183374,44M,"1,000,000+",Free,0,Communication
456,COMMUNICATION,4.1,20901,7.3M,"1,000,000+",Free,0,Communication
457,COMMUNICATION,4,122595,30M,"1,000,000+",Free,0,Communication
458,COMMUNICATION,4.2,124346,0.695,"10,000,000+",Free,0,Communication
459,COMMUNICATION,4.6,837842,,"50,000,000+",Free,0,Communication
460,COMMUNICATION,4.1,255,1.6M,"10,000+",Free,0,Communication
461,COMMUNICATION,4.3,41420,19M,"5,000,000+",Free,0,Communication
462,COMMUNICATION,4.2,44706,,"1,000,000+",Free,0,Communication
463,COMMUNICATION,4.3,23707,,"500,000+",Free,0,Communication
470,COMMUNICATION,4.1,29208,23M,"1,000,000+",Free,0,Communication
471,COMMUNICATION,4.6,191032,26M,"5,000,000+",Free,0,Communication
476,DATING,4.2,1545,,"10,000+",Paid,$3.99,Dating
477,DATING,2.6,57,6.2M,"1,000+",Paid,$6.99,Dating
478,DATING,,0,20M,50+,Paid,$1.49,Dating
479,DATING,,0,0.018,100+,Paid,$2.99,Dating
480,DATING,,4,1.2M,100+,Paid,$3.99,Dating
481,DATING,3.5,2,17M,100+,Paid,$7.99,Dating
482,DATING,4,516801,,"10,000,000+",Free,0,Dating
483,DATING,4.1,285726,15M,"10,000,000+",Free,0,Dating
484,DATING,3.7,76646,,"10,000,000+",Free,0,Dating
485,DATING,4.1,2556,56M,"100,000+",Free,0,Dating
486,DATING,4.2,7779,12M,"500,000+",Free,0,Dating
487,DATING,4.5,61637,11M,"5,000,000+",Free,0,Dating
488,DATING,4.4,12632,29M,"1,000,000+",Free,0,Dating
489,DATING,4.2,313724,,"10,000,000+",Free,0,Dating
490,DATING,4,48845,40M,"1,000,000+",Free,0,Dating
491,DATING,4.1,305708,,"10,000,000+",Free,0,Dating
492,DATING,3.1,31320,53M,"5,000,000+",Free,0,Dating
493,DATING,4.4,172460,3.1M,"5,000,000+",Free,0,Dating
494,DATING,4.2,4195,24M,"100,000+",Free,0,Dating
495,DATING,4.1,11633,23M,"500,000+",Free,0,Dating
496,DATING,3.9,10212,5.0M,"1,000,000+",Free,0,Dating
497,DATING,4.3,37053,44M,"1,000,000+",Free,0,Dating
498,DATING,4.4,667,27M,"10,000+",Free,0,Dating
499,DATING,3.5,13202,6.1M,"1,000,000+",Free,0,Dating
500,DATING,4,28671,,"1,000,000+",Free,0,Dating
501,DATING,3.3,1157,21M,"100,000+",Free,0,Dating
502,DATING,4.5,212626,11M,"10,000,000+",Free,0,Dating
503,DATING,4.4,222888,21M,"1,000,000+",Free,0,Dating
504,DATING,4.1,2067,24M,"100,000+",Free,0,Dating
505,DATING,3.9,1643,31M,"500,000+",Free,0,Dating
506,DATING,3.9,105,27M,"5,000+",Free,0,Dating
507,DATING,3.6,3414,6.2M,"500,000+",Free,0,Dating
508,DATING,4,42194,,"5,000,000+",Free,0,Dating
509,DATING,3.6,11806,12M,"1,000,000+",Free,0,Dating
510,DATING,3.4,1999,8.0M,"100,000+",Free,0,Dating
511,DATING,4.2,22544,5.9M,"1,000,000+",Free,0,Dating
512,DATING,4.1,97684,7.9M,"1,000,000+",Free,0,Dating
513,DATING,3.4,2519,5.0M,"100,000+",Free,0,Dating
514,DATING,3,1146,1.4M,"100,000+",Free,0,Dating
515,DATING,4.6,13046,13M,"500,000+",Free,0,Dating
516,DATING,4.1,17268,40M,"500,000+",Free,0,Dating
517,DATING,3.9,8722,13M,"500,000+",Free,0,Dating
518,DATING,1.9,953,19M,"100,000+",Free,0,Dating
519,DATING,3.5,2593,5.0M,"500,000+",Free,0,Dating
520,DATING,2.5,5377,19M,"500,000+",Free,0,Dating
521,DATING,3.9,852,27M,"100,000+",Free,0,Dating
522,DATING,3.4,212,3.0M,"50,000+",Free,0,Dating
523,DATING,3.5,1972,13M,"1,000,000+",Free,0,Dating
524,DATING,4.4,35206,7.2M,"1,000,000+",Free,0,Dating
525,DATING,3.8,5164,25M,"100,000+",Free,0,Dating
526,DATING,4.2,1939,,"100,000+",Free,0,Dating
527,DATING,2.5,277,5.7M,"100,000+",Free,0,Dating
528,DATING,2.8,80,5.5M,"10,000+",Free,0,Dating
529,DATING,4.1,825,,"100,000+",Free,0,Dating
530,DATING,4.2,40035,6.5M,"1,000,000+",Free,0,Dating
531,DATING,3.5,1093,5.8M,"100,000+",Free,0,Dating
532,DATING,4.3,135418,,"10,000,000+",Free,0,Dating
533,DATING,3.3,1601,3.8M,"500,000+",Free,0,Dating
534,DATING,4.1,2212,41M,"100,000+",Free,0,Dating
535,DATING,4.2,57081,7.9M,"1,000,000+",Free,0,Dating
536,DATING,3.5,241,2.8M,"50,000+",Free,0,Dating
537,DATING,4.2,63986,20M,"5,000,000+",Free,0,Dating
538,DATING,4.4,7888,15M,"500,000+",Free,0,Dating
539,DATING,4.1,535,28M,"100,000+",Free,0,Dating
540,DATING,4.2,5084,9.6M,"100,000+",Free,0,Dating
541,DATING,4.3,2430,13M,"500,000+",Free,0,Dating
546,DATING,3,837,9.4M,"100,000+",Free,0,Dating
552,DATING,4,738,27M,"10,000+",Free,0,Dating
555,DATING,3.3,4631,45M,"100,000+",Free,0,Dating
559,DATING,4.1,4953,15M,"1,000,000+",Free,0,Dating
563,DATING,3.7,1439,38M,"50,000+",Free,0,Dating
567,DATING,4,337,32M,"10,000+",Free,0,Dating
569,DATING,4,51698,63M,"1,000,000+",Free,0,Dating
570,DATING,4.1,923,44M,"100,000+",Free,0,Dating
572,DATING,3.3,149,16M,"10,000+",Free,0,Dating
573,DATING,4.4,198,28M,"10,000+",Free,0,Dating
577,DATING,4.3,23170,9.0M,"500,000+",Free,0,Dating
578,DATING,3.4,13890,20M,"500,000+",Free,0,Dating
581,DATING,4,13440,49M,"500,000+",Free,0,Dating
582,DATING,3.6,143,27M,"10,000+",Free,0,Dating
583,DATING,4.2,1059,18M,"100,000+",Free,0,Dating
584,DATING,3.5,894,14M,"100,000+",Free,0,Dating
585,DATING,4,6191,27M,"500,000+",Free,0,Dating
587,DATING,4.1,15081,38M,"1,000,000+",Free,0,Dating
589,DATING,4.4,218,27M,"10,000+",Free,0,Dating
591,DATING,4.2,243950,21M,"10,000,000+",Free,0,Dating
592,DATING,4.1,236,8.8M,"10,000+",Free,0,Dating
593,DATING,4.2,5152,38M,"100,000+",Free,0,Dating
594,DATING,3.9,1576,,"10,000+",Free,0,Dating
595,DATING,4.1,6701,11M,"1,000,000+",Free,0,Dating
597,DATING,3.9,742,26M,"50,000+",Free,0,Dating
598,DATING,4,187,19M,"10,000+",Free,0,Dating
599,DATING,4.2,2506,6.1M,"500,000+",Free,0,Dating
600,DATING,4.5,182986,77M,"5,000,000+",Free,0,Dating
601,DATING,3.9,8661,9.5M,"1,000,000+",Free,0,Dating
602,DATING,3.6,8,14M,"1,000+",Free,0,Dating
603,DATING,4.4,59,38M,"5,000+",Free,0,Dating
604,DATING,3.5,35,16M,"1,000+",Free,0,Dating
605,DATING,4.4,28,3.4M,500+,Free,0,Dating
606,DATING,4.8,125,4.7M,"5,000+",Free,0,Dating
607,DATING,4.6,185,5.0M,"10,000+",Free,0,Dating
608,DATING,4.7,6,4.9M,100+,Free,0,Dating
609,DATING,4.8,110,4.9M,"10,000+",Free,0,Dating
610,DATING,,3,16M,"1,000+",Free,0,Dating
611,DATING,2.7,3,3.9M,100+,Free,0,Dating
612,DATING,5,5,4.4M,"1,000+",Free,0,Dating
613,DATING,,3,4.8M,"1,000+",Free,0,Dating
614,DATING,4.8,84,4.5M,"1,000+",Free,0,Dating
615,DATING,5,2,70M,100+,Free,0,Dating
616,DATING,4.8,20,4.9M,500+,Free,0,Dating
617,DATING,,2,3.7M,500+,Free,0,Dating
618,DATING,4.9,776,4.9M,"5,000+",Free,0,Dating
619,DATING,3,2,16M,100+,Free,0,Dating
620,DATING,,1,4.6M,100+,Free,0,Dating
621,DATING,,0,3.6M,50+,Free,0,Dating
622,DATING,4.7,14,21M,"5,000+",Free,0,Dating
623,DATING,,0,13M,50+,Free,0,Dating
624,DATING,,1,8.7M,500+,Free,0,Dating
625,DATING,1,1,9.2M,10+,Free,0,Dating
626,DATING,,3,6.9M,500+,Free,0,Dating
627,DATING,,0,39M,500+,Free,0,Dating
628,DATING,,0,8.0M,100+,Free,0,Dating
629,DATING,,24,3.9M,"1,000+",Free,0,Dating
630,DATING,,0,14M,10+,Free,0,Dating
631,DATING,,23,11M,100+,Free,0,Dating
632,DATING,,0,13M,10+,Free,0,Dating
633,DATING,5,5,9.3M,500+,Free,0,Dating
634,DATING,4.7,18,5.0M,500+,Free,0,Dating
635,DATING,,0,10.0M,10+,Free,0,Dating
636,DATING,5,6,5.0M,100+,Free,0,Dating
637,DATING,,1,5.0M,100+,Free,0,Dating
638,DATING,,2,3.6M,10+,Free,0,Dating
639,DATING,,0,19M,10+,Free,0,Dating
640,DATING,5,5,5.0M,100+,Free,0,Dating
641,DATING,,0,9.8M,50+,Free,0,Dating
642,DATING,,0,14M,100+,Free,0,Dating
643,DATING,,0,5.0M,100+,Free,0,Dating
644,DATING,,0,4.9M,10+,Free,0,Dating
645,DATING,3,1,5.5M,500+,Free,0,Dating
646,DATING,4.1,11,11M,"1,000+",Free,0,Dating
647,DATING,,4,3.8M,500+,Free,0,Dating
648,DATING,,14,5.0M,50+,Free,0,Dating
649,DATING,,0,8.2M,1+,Free,0,Dating
650,DATING,,1,21M,10+,Free,0,Dating
651,DATING,,104,12M,"1,000+",Free,0,Dating
652,DATING,,0,10M,1+,Free,0,Dating
653,DATING,,14,3.3M,50+,Free,0,Dating
654,DATING,5,3,25M,100+,Free,0,Dating
655,DATING,3.7,101,15M,"10,000+",Free,0,Dating
656,DATING,4.5,120,10M,500+,Free,0,Dating
657,DATING,4.2,24,4.9M,"1,000+",Free,0,Dating
658,DATING,,0,4.4M,10+,Free,0,Dating
659,DATING,,0,3.5M,5+,Free,0,Dating
660,DATING,,0,7.8M,10+,Free,0,Dating
661,DATING,4.3,6,9.0M,100+,Free,0,Dating
669,DATING,,21,4.7M,"1,000+",Free,0,Dating
675,DATING,4.4,41605,8.1M,"500,000+",Free,0,Dating
684,DATING,3.4,5,14M,500+,Free,0,Dating
686,DATING,4.7,791,3.7M,"10,000+",Free,0,Dating
688,DATING,4.8,5323,3.5M,"50,000+",Free,0,Dating
689,DATING,4.7,478,4.5M,"10,000+",Free,0,Dating
691,DATING,3.5,69,36M,"5,000+",Free,0,Dating
692,DATING,4.7,158,4.5M,"10,000+",Free,0,Dating
693,DATING,3.8,24,19M,"1,000+",Free,0,Dating
694,DATING,2.9,53,14M,"10,000+",Free,0,Dating
698,DATING,,8,9.3M,"5,000+",Free,0,Dating
699,EDUCATION,4.7,6289924,,"100,000,000+",Free,0,Education;Education
700,EDUCATION,4.6,181893,18M,"10,000,000+",Free,0,Education
701,EDUCATION,4.7,2544,18M,"100,000+",Free,0,Education
702,EDUCATION,4.6,85375,21M,"5,000,000+",Free,0,Education
703,EDUCATION,4.7,314299,3.3M,"10,000,000+",Free,0,Education
704,EDUCATION,,776,24M,"100,000+",Free,0,Education
705,EDUCATION,4.5,9770,39M,"5,000,000+",Free,0,Education;Creativity
706,EDUCATION,4.7,32346,3.2M,"1,000,000+",Free,0,Education
707,EDUCATION,4.8,4075,5.1M,"500,000+",Free,0,Education
708,EDUCATION,4.6,10611,11M,"500,000+",Free,0,Education
709,EDUCATION,4.6,9321,27M,"1,000,000+",Free,0,Education
710,EDUCATION,4.6,56065,37M,"1,000,000+",Free,0,Education
711,EDUCATION,4.2,14286,,"5,000,000+",Free,0,Education;Creativity
712,EDUCATION,4.9,133136,26M,"1,000,000+",Free,0,Education;Education
713,EDUCATION,3.8,2469,11M,"500,000+",Free,0,Education
714,EDUCATION,4.2,36212,,"5,000,000+",Free,0,Education;Music & Video
715,EDUCATION,4.4,390,41M,"500,000+",Free,0,Education;Education
716,EDUCATION,4.4,1090,49M,"1,000,000+",Free,0,Education;Creativity
717,EDUCATION,4.3,266948,21M,"10,000,000+",Free,0,Education
718,EDUCATION,4.5,342918,8.1M,"10,000,000+",Free,0,Education
719,EDUCATION,4.4,748,51M,"1,000,000+",Free,0,Education;Action & Adventure
720,EDUCATION,4.6,172640,14M,"5,000,000+",Free,0,Education
721,EDUCATION,3.9,61,18M,"50,000+",Free,0,Education
722,EDUCATION,4.4,1619,3.0M,"1,000,000+",Free,0,Education
723,EDUCATION,4.3,3168,19M,"1,000,000+",Free,0,Education
724,EDUCATION,4.4,29855,,"1,000,000+",Free,0,Education
725,EDUCATION,4.2,6736,22M,"1,000,000+",Free,0,Education
726,EDUCATION,4.4,7005,6.9M,"1,000,000+",Free,0,Education
727,EDUCATION,4,889,7.4M,"500,000+",Free,0,Education
728,EDUCATION,4.2,5741,84M,"1,000,000+",Free,0,Education;Pretend Play
729,EDUCATION,3.8,27572,25M,"5,000,000+",Free,0,Education;Education
730,EDUCATION,4.5,10852,18M,"1,000,000+",Free,0,Education
731,EDUCATION,4.7,9888,,"500,000+",Free,0,Education
732,EDUCATION,4.5,1929,2.5M,"500,000+",Free,0,Education
733,EDUCATION,4.3,1516,3.9M,"100,000+",Free,0,Education
734,EDUCATION,4.2,215301,,"10,000,000+",Free,0,Education
735,EDUCATION,4.3,423,21M,"100,000+",Free,0,Education
736,EDUCATION,4.7,254519,27M,"5,000,000+",Free,0,Education
737,EDUCATION,4.7,1107903,,"10,000,000+",Free,0,Education
740,EDUCATION,4.6,211856,,"10,000,000+",Free,0,Education
741,EDUCATION,4.5,99020,18M,"1,000,000+",Free,0,Education
742,EDUCATION,4.4,90481,,"5,000,000+",Free,0,Education
743,EDUCATION,4.6,32381,10M,"1,000,000+",Free,0,Education
744,EDUCATION,4.5,248912,,"5,000,000+",Free,0,Education
745,EDUCATION,4.5,248555,,"5,000,000+",Free,0,Education;Brain Games
747,EDUCATION,4.4,272145,,"10,000,000+",Free,0,Education;Brain Games
748,EDUCATION,4.4,56897,97M,"1,000,000+",Free,0,Education;Brain Games
749,EDUCATION,4.2,8599,17M,"1,000,000+",Free,0,Education
750,EDUCATION,4.5,41185,,"1,000,000+",Free,0,Education
751,EDUCATION,4.1,29980,,"1,000,000+",Free,0,Education
752,EDUCATION,4,304,2.0M,"10,000+",Free,0,Education
753,EDUCATION,4.1,358,1.9M,"50,000+",Free,0,Education
754,EDUCATION,4.3,11904,1.8M,"1,000,000+",Free,0,Education
755,EDUCATION,4.3,22251,1.8M,"1,000,000+",Free,0,Education
756,EDUCATION,4.3,22384,17M,"1,000,000+",Free,0,Education
758,EDUCATION,4.6,73404,5.3M,"1,000,000+",Free,0,Education
759,EDUCATION,4.1,12733,,"1,000,000+",Free,0,Education
760,EDUCATION,4.6,25183,5.4M,"1,000,000+",Free,0,Education
761,EDUCATION,4.7,52743,5.4M,"1,000,000+",Free,0,Education
762,EDUCATION,4.7,61749,5.4M,"1,000,000+",Free,0,Education
763,EDUCATION,4.3,55704,15M,"1,000,000+",Free,0,Education
764,EDUCATION,4.7,19277,5.3M,"1,000,000+",Free,0,Education
765,EDUCATION,4.6,13612,48M,"100,000+",Free,0,Education
766,EDUCATION,4.6,37862,5.4M,"1,000,000+",Free,0,Education
767,EDUCATION,4.6,18372,47M,"100,000+",Free,0,Education
768,EDUCATION,4.3,656,0.556,"10,000+",Free,0,Education
769,EDUCATION,4.2,240,29M,"10,000+",Free,0,Education
770,EDUCATION,4,275,2.3M,"50,000+",Free,0,Education
771,EDUCATION,4.5,13791,,"500,000+",Free,0,Education
772,EDUCATION,4.2,3692,4.4M,"100,000+",Free,0,Education
773,EDUCATION,4.1,2363,6.6M,"100,000+",Free,0,Education
774,EDUCATION,4.4,1769,,"100,000+",Free,0,Education
775,EDUCATION,4,430,0.526,"10,000+",Free,0,Education
776,EDUCATION,4.5,756,12M,"100,000+",Free,0,Education
777,EDUCATION,4.4,3963,,"100,000+",Free,0,Education
778,EDUCATION,4,316,29M,"50,000+",Free,0,Education
779,EDUCATION,4.2,642,,"50,000+",Free,0,Education
780,EDUCATION,4.3,1058,,"100,000+",Free,0,Education
781,EDUCATION,4.2,2277,,"100,000+",Free,0,Education
790,EDUCATION,4.5,172505,76M,"5,000,000+",Free,0,Education;Education
791,EDUCATION,4.2,69493,,"10,000,000+",Free,0,Education
795,EDUCATION,4.6,7973,18M,"1,000,000+",Free,0,Education
797,EDUCATION,4.2,5695,,"1,000,000+",Free,0,Education
798,EDUCATION,4.7,142632,6.9M,"5,000,000+",Free,0,Education
800,EDUCATION,4.4,55256,14M,"5,000,000+",Free,0,Education
802,EDUCATION,4.4,54798,11M,"1,000,000+",Free,0,Education
803,EDUCATION,4,4815,19M,"500,000+",Free,0,Education
804,EDUCATION,4.6,75112,6.5M,"1,000,000+",Free,0,Education
805,EDUCATION,4.4,33646,7.0M,"1,000,000+",Free,0,Education
808,EDUCATION,4.3,206527,21M,"10,000,000+",Free,0,Education
809,EDUCATION,4.1,9348,,"1,000,000+",Free,0,Education
810,EDUCATION,4.2,3816,2.6M,"500,000+",Free,0,Education
811,EDUCATION,4.3,47847,21M,"1,000,000+",Free,0,Education
812,EDUCATION,4.3,16195,5.2M,"1,000,000+",Free,0,Education
813,EDUCATION,4.3,206,18M,"50,000+",Free,0,Education
814,EDUCATION,4,28392,,"1,000,000+",Free,0,Education
815,EDUCATION,4.2,3241,16M,"100,000+",Free,0,Education
816,EDUCATION,4,835,15M,"100,000+",Free,0,Education
817,EDUCATION,4,2525,1.2M,"100,000+",Free,0,Education
818,EDUCATION,3.8,828,,"100,000+",Free,0,Education
820,EDUCATION,4.1,200058,18M,"10,000,000+",Free,0,Education
821,EDUCATION,3.9,1239,1.8M,"100,000+",Free,0,Education
822,EDUCATION,4.1,702,7.6M,"10,000+",Free,0,Education
823,EDUCATION,4.5,108613,,"10,000,000+",Free,0,Education
825,EDUCATION,4.4,148550,59M,"10,000,000+",Free,0,Education;Education
827,EDUCATION,4,3847,6.9M,"500,000+",Free,0,Education
829,EDUCATION,4.4,84309,41M,"5,000,000+",Free,0,Education
834,EDUCATION,4.5,14206,21M,"500,000+",Free,0,Education
837,EDUCATION,4.3,14700,21M,"1,000,000+",Free,0,Education
838,EDUCATION,4.5,42828,,"1,000,000+",Free,0,Education
839,EDUCATION,4.2,40209,,"1,000,000+",Free,0,Education
841,EDUCATION,3.5,1405,7.3M,"100,000+",Free,0,Education
848,EDUCATION,4.8,256079,7.6M,"1,000,000+",Free,0,Education
849,EDUCATION,4.4,2078,,"100,000+",Free,0,Education;Education
850,EDUCATION,4.1,16103,13M,"1,000,000+",Free,0,Education
851,EDUCATION,4.9,11,63M,"1,000+",Paid,$3.99,Education;Pretend Play
852,EDUCATION,4.7,21,44M,"1,000+",Paid,$5.99,Education;Education
853,EDUCATION,4.7,31085,24M,"500,000+",Paid,$3.99,Education;Pretend Play
854,EDUCATION,4.7,3528,24M,"100,000+",Paid,$3.99,Education;Pretend Play
855,ENTERTAINMENT,4.4,5456208,,"100,000,000+",Free,0,Entertainment
856,ENTERTAINMENT,4,11656,4.5M,"1,000,000+",Free,0,Entertainment
857,ENTERTAINMENT,4.2,28948,,"1,000,000+",Free,0,Entertainment
858,ENTERTAINMENT,4.3,296771,11M,"10,000,000+",Free,0,Entertainment
859,ENTERTAINMENT,4.5,470089,,"50,000,000+",Free,0,Entertainment;Music & Video
860,ENTERTAINMENT,3.5,10939,4.6M,"10,000,000+",Free,0,Entertainment
861,ENTERTAINMENT,4.2,98509,,"5,000,000+",Free,0,Entertainment
862,ENTERTAINMENT,3.1,5241,,"5,000,000+",Free,0,Entertainment
863,ENTERTAINMENT,4.6,22508,3.3M,"10,000,000+",Free,0,Entertainment
864,ENTERTAINMENT,4.2,10291,6.5M,"5,000,000+",Free,0,Entertainment
865,ENTERTAINMENT,4.3,7165362,,"1,000,000,000+",Free,0,Entertainment
866,ENTERTAINMENT,4.3,4885646,,"100,000,000+",Free,0,Entertainment
867,ENTERTAINMENT,4.1,141980,,"5,000,000+",Free,0,Entertainment
868,ENTERTAINMENT,3.8,6979,12M,"1,000,000+",Free,0,Entertainment
869,ENTERTAINMENT,3.4,46618,,"5,000,000+",Free,0,Entertainment
870,ENTERTAINMENT,4.3,103078,5.6M,"5,000,000+",Free,0,Entertainment
871,ENTERTAINMENT,4.4,17682,9.7M,"1,000,000+",Free,0,Entertainment
872,ENTERTAINMENT,4.4,37000,15M,"1,000,000+",Free,0,Entertainment
873,ENTERTAINMENT,4,175528,,"10,000,000+",Free,0,Entertainment
874,ENTERTAINMENT,3.7,1828284,52M,"100,000,000+",Free,0,Entertainment
875,ENTERTAINMENT,3.9,34923,,"5,000,000+",Free,0,Entertainment
876,ENTERTAINMENT,4.5,684116,,"10,000,000+",Free,0,Entertainment
877,ENTERTAINMENT,4.4,46916,4.5M,"1,000,000+",Free,0,Entertainment
878,ENTERTAINMENT,4.3,407698,,"10,000,000+",Free,0,Entertainment
879,ENTERTAINMENT,4.2,702975,49M,"50,000,000+",Free,0,Entertainment
880,ENTERTAINMENT,4.2,32458,18M,"5,000,000+",Free,0,Entertainment
881,ENTERTAINMENT,4.5,235496,13M,"10,000,000+",Free,0,Entertainment;Brain Games
882,ENTERTAINMENT,4.7,11661,4.0M,"1,000,000+",Free,0,Entertainment
883,ENTERTAINMENT,4.5,653008,16M,"10,000,000+",Free,0,Entertainment
884,ENTERTAINMENT,4.5,23063,17M,"1,000,000+",Free,0,Entertainment;Brain Games
885,ENTERTAINMENT,3.4,87384,,"10,000,000+",Free,0,Entertainment
886,ENTERTAINMENT,4.2,411683,24M,"50,000,000+",Free,0,Entertainment
887,ENTERTAINMENT,4.3,8918,,"1,000,000+",Free,0,Entertainment;Creativity
888,ENTERTAINMENT,4.2,501498,12M,"100,000,000+",Free,0,Entertainment
889,ENTERTAINMENT,4.6,2133296,,"50,000,000+",Free,0,Entertainment
890,ENTERTAINMENT,4.1,29690,78M,"1,000,000+",Free,0,Entertainment
891,ENTERTAINMENT,4.2,130549,,"5,000,000+",Free,0,Entertainment
892,ENTERTAINMENT,4.2,613059,25M,"50,000,000+",Free,0,Entertainment
893,ENTERTAINMENT,4.3,1633682,57M,"100,000,000+",Free,0,Entertainment
894,ENTERTAINMENT,4.4,42050,,"1,000,000+",Free,0,Entertainment
895,ENTERTAINMENT,3.9,2646,9.1M,"100,000+",Free,0,Entertainment
896,ENTERTAINMENT,4.1,21867,39M,"1,000,000+",Free,0,Entertainment
897,ENTERTAINMENT,4.3,32732,,"1,000,000+",Free,0,Entertainment
899,ENTERTAINMENT,4.6,243747,,"10,000,000+",Free,0,Entertainment
900,ENTERTAINMENT,3.6,2639,8.5M,"100,000+",Free,0,Entertainment
901,ENTERTAINMENT,4.3,1511,12M,"100,000+",Free,0,Entertainment
902,ENTERTAINMENT,4.3,44550,72M,"1,000,000+",Free,0,Entertainment
905,ENTERTAINMENT,4.1,7813,,"500,000+",Free,0,Entertainment
906,ENTERTAINMENT,4.1,1033,16M,"100,000+",Free,0,Entertainment
907,ENTERTAINMENT,4.2,2442,9.6M,"100,000+",Free,0,Entertainment
908,ENTERTAINMENT,3.9,15254,,"1,000,000+",Free,0,Entertainment
909,ENTERTAINMENT,4.2,155234,22M,"1,000,000+",Free,0,Entertainment
910,ENTERTAINMENT,3.7,310066,,"10,000,000+",Free,0,Entertainment
911,ENTERTAINMENT,4.5,12216,13M,"1,000,000+",Free,0,Entertainment
912,ENTERTAINMENT,3.7,388089,,"10,000,000+",Free,0,Entertainment
913,ENTERTAINMENT,3.8,92058,12M,"10,000,000+",Free,0,Entertainment
914,ENTERTAINMENT,4.3,88185,,"10,000,000+",Free,0,Entertainment
915,ENTERTAINMENT,3,493,23M,"50,000+",Free,0,Entertainment
916,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",Free,0,Entertainment
917,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",Free,0,Entertainment;Music & Video
918,ENTERTAINMENT,4.1,27424,17M,"1,000,000+",Free,0,Entertainment
919,ENTERTAINMENT,3.9,60841,,"5,000,000+",Free,0,Entertainment
920,ENTERTAINMENT,4,29706,19M,"1,000,000+",Free,0,Entertainment
921,ENTERTAINMENT,4.4,288150,21M,"5,000,000+",Free,0,Entertainment
922,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",Free,0,Entertainment
923,ENTERTAINMENT,4,319692,,"10,000,000+",Free,0,Entertainment
924,ENTERTAINMENT,3.9,61201,,"10,000,000+",Free,0,Entertainment
